date,AT-pt,AT-dt,BE-pt,BE-dt,BG-pt,BG-dt,HR-pt,HR-dt,CY-pt,CY-dt,CZ-pt,CZ-dt,DK-pt,DK-dt,EE-pt,EE-dt,FI-pt,FI-dt,FR-pt,FR-dt,DE-pt,DE-dt,GR-pt,GR-dt,HU-pt,HU-dt,IS-pt,IS-dt,IE-pt,IE-dt,IT-pt,IT-dt,LV-pt,LV-dt,LI-pt,LI-dt,LT-pt,LT-dt,LU-pt,LU-dt,MT-pt,MT-dt,NL-pt,NL-dt,NO-pt,NO-dt,PL-pt,PL-dt,PT-pt,PT-dt,RO-pt,RO-dt,SK-pt,SK-dt,SI-pt,SI-dt,ES-pt,ES-dt,SE-pt,SE-dt,CH-pt,CH-dt,GB-pt,GB-dt
2020-05-21,16404,633,56235,9186,2331,120,2237,97,922,17,8754,306,11182,561,1800,64,6493,306,180752,28167,179021,8203,2853,168,3641,473,1803,10,24391,1583,228006,32486,1025,22,82,1,1592,46,3980,109,599,6,44700,5775,8309,235,20143,972,29912,1277,17585,1156,1502,28,1468,106,233037,27940,33236,3871,30694,1786,240795,35067
2020-05-22,16436,635,56511,9212,2372,125,2243,99,923,17,8813,312,11230,561,1807,64,6537,306,181444,28315,179710,8228,2874,169,3678,476,1803,10,24506,1592,228658,32616,1030,22,82,1,1598,46,3981,109,600,6,44888,5788,8332,235,20619,982,30200,1289,17712,1166,1503,28,1468,106,234824,28628,33768,3925,30707,1788,242825,35358
2020-05-23,16486,639,56810,9237,2408,126,2243,99,927,17,8890,314,11289,561,1821,64,6568,306,181969,28401,179986,8261,2876,171,3713,482,1804,10,24582,1604,229327,32735,1046,22,82,1,1612,47,3990,109,609,6,45064,5811,8346,235,20931,993,30471,1302,17857,1176,1504,28,1468,106,235290,28678,34171,3992,30725,1789,244332,35578
2020-05-24,16503,640,57092,9280,2427,130,2244,99,927,17,8955,315,11360,562,1823,64,6579,307,181410,28319,180328,8283,2878,171,3741,486,1804,10,24639,1608,229858,32785,1047,22,82,1,1618,48,3992,110,610,6,45236,5822,8352,235,21326,996,30623,1316,18070,1185,1509,28,1468,107,235772,28752,34381,3998,30736,1790,245680,35957
2020-05-25,16539,641,57342,9312,2433,130,2244,100,935,17,9002,317,11387,563,1824,65,6599,308,181684,28408,180600,8309,2882,172,3756,491,1804,10,24698,1606,230158,32877,1049,22,82,1,1628,49,3993,110,611,6,45445,5830,8364,235,21631,1007,30788,1330,18283,1205,1511,28,1469,107,235400,26834,34871,4029,30746,1793,247287,36061
2020-05-26,16557,643,57455,9334,2443,130,2244,101,937,17,9050,317,11428,563,1834,65,6628,312,181880,28545,181200,8372,2892,173,3771,499,1804,10,24735,1615,230555,32955,1053,22,82,1,1632,51,3995,110,611,6,45578,5856,8383,235,22074,1024,31007,1342,18429,1216,1513,28,1469,108,236259,27117,35617,4125,30761,1795,248937,36192
2020-05-27,16591,645,57592,9364,2460,133,2244,101,939,17,9086,317,11480,565,1840,66,6692,313,182018,28546,181524,8428,2903,173,3793,505,1805,10,24803,1631,231139,33072,1057,23,82,1,1640,51,4001,110,612,7,45768,5871,8401,235,22473,1028,31292,1356,18594,1227,1515,28,1471,108,236259,27117,36417,4220,30776,1796,250739,36614
2020-05-28,16628,668,57849,9388,2477,134,2245,102,939,17,9140,319,11512,568,1851,66,6743,313,185300,28612,182196,8470,2906,175,3816,509,1805,10,24841,1639,231732,33142,1061,24,82,1,1649,52,4008,110,616,7,45950,5903,8411,236,22825,1038,31596,1369,18791,1235,1520,28,1473,108,237906,27119,37191,4266,30796,1796,252473,36957
2020-05-29,16655,668,58061,9430,2485,136,2245,103,941,17,9196,319,11593,568,1859,67,6776,314,185842,28663,182922,8504,2909,175,3841,517,1805,10,24876,1645,232248,33229,1064,24,82,1,1654,52,4012,110,616,9,46126,5931,8422,236,23155,1051,31946,1383,18982,1248,1520,28,1473,108,238564,27121,37964,4350,30828,1796,253977,37231
2020-05-30,16685,668,58186,9453,2499,139,2246,103,941,17,9230,319,11633,571,1865,67,6826,316,187608,28720,183189,8530,2915,175,3867,524,1806,10,24929,1651,232664,33340,1065,24,82,1,1662,54,4016,110,618,9,46257,5951,8437,236,23571,1061,32203,1396,19133,1259,1521,28,1473,108,239228,27125,38396,4395,30845,1796,255076,37385
2020-05-31,16731,668,58381,9467,2513,140,2246,103,943,17,9268,320,11669,574,1869,68,6859,320,187817,28751,183410,8540,2917,175,3876,526,1806,10,24990,1652,232997,33415,1066,24,82,1,1667,54,4018,110,618,9,46442,5956,8440,236,23786,1064,32500,1410,19257,1266,1521,28,1473,108,239479,27127,38661,4395,30862,1796,256145,37445
2020-06-01,16733,668,58517,9486,2519,140,2246,103,944,17,9302,321,11699,576,1870,68,6885,318,187986,28780,183594,8555,2918,179,3892,527,1806,10,25062,1650,233197,33475,1066,24,82,1,1671,55,4019,110,619,9,46545,5962,8446,236,24165,1074,32700,1424,19398,1276,1522,28,1473,109,239638,27127,39309,4403,30871,1796,257579,37531
2020-06-02,16759,669,58615,9505,2538,144,2246,103,949,17,9364,323,11734,580,1870,68,6887,320,187265,28886,183879,8563,2937,179,3921,532,1806,10,25066,1658,233515,33530,1071,24,82,1,1676,55,4020,110,620,9,46647,5967,8455,237,24395,1092,32895,1436,19517,1288,1522,28,1475,109,239932,27127,40210,4468,30874,1796,259046,37780
2020-06-03,16771,670,58685,9522,2560,146,2246,103,952,17,9438,325,11771,580,1880,69,6911,321,184015,28967,184121,8602,2937,179,3931,534,1806,10,25111,1659,233836,33601,1079,24,82,1,1679,55,4024,110,622,9,46733,5977,8477,237,24687,1115,33261,1447,19669,1296,1525,28,1477,109,240326,27128,41256,4542,30893,1796,260388,38034
2020-06-04,16805,670,58767,9548,2585,147,2247,103,958,17,9494,326,11811,582,1890,69,6911,322,188286,29011,184472,8635,2952,180,3954,539,1806,10,25142,1664,234013,33689,1082,25,82,1,1684,55,4027,110,622,9,46942,5990,8504,238,25048,1117,33592,1455,19907,1305,1526,28,1477,109,240660,27133,42295,4562,30913,1796,261622,38164
2020-06-05,16843,672,58907,9566,2627,159,2247,103,958,17,9529,327,11875,586,1910,69,6941,322,188808,29056,184924,8658,2967,180,3970,542,1806,10,25163,1670,234531,33774,1085,25,82,1,1689,55,4032,110,625,9,47152,6005,8522,238,25410,1137,33969,1465,20103,1316,1526,28,1479,109,240978,27134,43441,4639,30936,1796,262727,38422
2020-06-06,16898,672,59072,9580,2711,160,2247,104,960,17,9567,327,11924,587,1931,69,6964,322,189330,29087,185450,8673,2980,180,3990,545,1806,10,25183,1678,234801,33846,1086,25,82,1,1700,55,4035,110,627,9,47335,6011,8531,238,25986,1153,34351,1474,20290,1322,1528,28,1484,109,241310,27135,44224,4656,30956,1796,263518,38565
2020-06-07,16902,672,59226,9595,2727,160,2247,104,960,18,9628,327,11948,589,1939,69,6981,323,189621,29100,185750,8685,2997,180,4008,546,1807,10,25201,1679,234998,33899,1088,25,82,1,1709,56,4039,110,629,9,47574,6013,8547,238,26561,1157,34693,1479,20479,1333,1528,28,1485,109,241550,27136,44686,4659,30965,1798,264235,38619
2020-06-08,16968,672,59348,9606,2810,164,2247,104,964,18,9697,328,11962,593,1940,69,7001,323,189782,29154,186109,8695,3049,182,4014,548,1807,10,25207,1683,235278,33964,1088,26,82,1,1716,58,4040,110,630,9,47739,6016,8561,239,27160,1166,34885,1485,20604,1339,1530,28,1485,109,241717,27136,45363,4694,30972,1799,265321,38666
2020-06-09,16979,672,59437,9619,2889,167,2247,106,970,18,9751,328,12001,593,1947,69,7025,324,190266,29239,186506,8736,3058,183,4017,550,1807,10,25215,1691,235561,34043,1089,26,82,1,1722,58,4046,110,632,9,47903,6031,8576,239,27560,1183,35306,1492,20749,1354,1531,28,1486,109,241966,27136,46299,4717,30988,1799,266474,38861
2020-06-10,17005,673,59569,9629,2993,167,2249,106,972,18,9824,330,12016,593,1958,69,7040,324,190743,29260,186522,8752,3068,183,4027,551,1807,10,25231,1695,235763,34114,1092,26,82,1,1728,58,4049,110,635,9,48087,6042,8594,239,27842,1206,35600,1497,20945,1360,1533,28,1488,109,242280,27136,47736,4795,31011,1800,267656,39025
2020-06-11,17034,674,59711,9636,3086,168,2249,106,974,18,9855,328,12035,593,1965,69,7064,325,191040,29287,186691,8772,3088,183,4039,553,1807,10,25238,1703,236142,34167,1094,26,82,1,1747,58,4052,110,640,9,48251,6044,8608,242,28201,1215,35910,1504,21182,1369,1541,28,1488,109,242707,27136,49030,4814,31044,1800,268657,39101
2020-06-12,17064,675,59819,9646,3191,172,2249,107,975,18,9938,329,12099,594,1970,69,7073,325,191679,29315,187226,8783,3108,183,4053,555,1807,10,25250,1705,236305,34223,1096,27,82,1,1751,59,4055,110,645,9,48461,6053,8620,242,28577,1222,36180,1505,21404,1380,1542,28,1490,109,243209,27136,50367,4854,31063,1802,269710,39232
2020-06-13,17078,677,59918,9650,3266,172,2251,107,980,18,9991,328,12139,597,1973,69,7087,325,192043,29339,187267,8793,3112,183,4064,559,1808,10,25295,1705,236651,34301,1097,28,82,1,1758,59,4063,110,646,9,48640,6057,8628,242,29017,1237,36463,1512,21679,1394,1545,28,1492,109,243605,27136,51409,4874,31094,1802,270597,39339
2020-06-14,17109,677,60029,9655,3290,174,2252,107,980,18,10024,329,12193,597,1973,69,7104,326,192317,29347,187518,8801,3121,183,4069,562,1810,10,25303,1706,236989,34345,1097,28,82,1,1763,59,4070,110,649,9,48783,6059,8631,242,29392,1247,36690,1517,21999,1410,1548,28,1495,109,243928,27136,51827,4874,31117,1802,271404,39366
2020-06-15,17135,678,60100,9661,3341,176,2254,107,983,18,10064,330,12217,598,1974,69,7108,326,192369,29375,187682,8807,3134,184,4076,563,1811,10,25321,1706,237290,34371,1097,28,82,1,1768,60,4072,110,650,9,48948,6065,8647,242,29788,1256,37036,1520,22165,1427,1552,28,1496,109,244109,27136,52511,4891,31131,1802,272430,39395
2020-06-16,17189,681,60155,9663,3453,181,2255,107,985,18,10111,331,12250,598,1975,69,7112,326,192915,29487,188252,8820,3148,185,4077,565,1812,10,25334,1709,237500,34405,1098,28,82,1,1771,60,4075,110,656,9,49087,6070,8660,242,30195,1272,37336,1522,22415,1437,1552,28,1499,109,244328,27136,53729,4939,31154,1803,273507,39515
2020-06-17,17203,687,60244,9675,3542,184,2258,107,985,18,10162,333,12294,598,1977,69,7117,326,193256,29512,188604,8851,3203,187,4078,567,1812,10,25341,1710,237828,34448,1104,30,82,1,1773,60,4085,110,662,9,49204,6074,8692,243,30701,1286,37672,1523,22760,1451,1561,28,1503,109,244683,27136,55186,5041,31187,1805,274504,39625
2020-06-18,17223,688,60348,9683,3674,190,2269,107,985,18,10280,334,12344,600,1977,69,7119,326,193576,29540,189817,8875,3227,188,4079,568,1814,10,25355,1714,238159,34514,1108,30,82,1,1779,60,4091,110,663,9,49319,6078,8708,244,31015,1316,38089,1524,23080,1473,1562,28,1511,109,245268,27136,56682,5053,31200,1805,275524,39692
2020-06-19,17271,688,60476,9695,3755,193,2280,107,985,19,10406,335,12391,600,1979,69,7133,326,194121,29554,190299,8887,3237,189,4081,568,1815,10,25368,1714,238011,34561,1110,30,82,1,1787,60,4099,110,663,9,49426,6081,8726,244,31316,1334,38464,1527,23400,1484,1576,28,1513,109,245575,28315,57895,5053,31235,1805,276504,39776
2020-06-20,17323,688,60550,9696,3872,199,2299,107,985,19,10448,336,12391,600,1981,69,7142,326,194535,29570,190670,8895,3256,190,4086,570,1815,10,25374,1715,238275,34610,1111,30,82,1,1790,60,4105,110,664,9,49502,6089,8742,244,31620,1346,38841,1528,23730,1500,1586,28,1519,109,245938,28322,58597,5053,31243,1805,277170,39847
2020-06-21,17341,690,60550,9696,3905,199,2317,107,985,19,10498,336,12391,600,1981,69,7143,326,194599,29575,191272,8895,3266,190,4094,570,1815,10,25379,1715,238499,34634,1111,30,82,1,1793,60,4120,110,665,9,49593,6090,8745,244,31931,1356,39133,1530,24045,1512,1587,28,1520,109,246272,28323,58918,5053,31292,1806,277792,39878
2020-06-22,17380,690,60550,9696,3984,207,2336,107,986,19,10523,336,12527,602,1981,69,7144,327,194693,29597,191768,8899,3287,190,4102,572,1815,10,25383,1717,238720,34657,1111,30,82,1,1796,60,4121,110,665,9,49658,6090,8751,248,32227,1359,39392,1534,24291,1523,1588,28,1521,109,246504,28324,59718,5053,31310,1808,278684,39892
2020-06-23,17408,693,60810,9713,4114,208,2366,107,988,19,10650,339,12561,603,1982,69,7155,327,195256,29651,192480,8914,3302,190,4107,573,1815,10,25391,1720,238833,34675,1111,30,82,1,1798,61,4133,110,665,9,49722,6095,8772,248,32527,1375,39737,1540,24505,1539,1589,28,1534,109,246752,28325,61030,5161,31332,1808,279566,39986
2020-06-24,17449,693,60898,9722,4242,209,2388,107,990,19,10777,343,12615,603,1983,69,7167,327,195256,29662,192871,8928,3310,190,4114,576,1817,10,25396,1726,239410,34644,1111,30,82,1,1799,61,4140,110,665,9,49804,6097,8788,249,32821,1396,40104,1543,24826,1555,1607,28,1541,109,247086,28327,62728,5209,31376,1808,280340,40073
2020-06-25,17477,698,61007,9726,4408,211,2483,107,991,19,10870,345,12636,603,1984,69,7172,327,195256,29679,193371,8940,3321,191,4123,577,1818,10,25405,1727,239706,34678,1111,30,82,1,1801,61,4151,110,668,9,49914,6100,8788,249,33119,1412,40415,1549,25286,1565,1630,28,1547,109,247486,28330,64009,5230,31428,1808,281037,40172
2020-06-26,17522,698,61106,9731,4513,215,2539,107,992,19,11038,349,12675,604,1986,69,7191,328,196267,29704,194036,8965,3343,191,4127,578,1820,10,25414,1730,239961,34708,1112,30,82,1,1803,61,4173,110,670,9,50005,6103,8832,249,33395,1429,40866,1555,25697,1579,1643,28,1558,109,247905,28338,65212,5280,31486,1808,281675,40249
2020-06-27,17580,700,61209,9732,4625,216,2624,107,992,19,11298,349,12675,604,1986,69,7198,328,196521,29704,194458,8968,3366,191,4138,578,1820,10,25437,1734,240136,34716,1115,30,82,1,1808,61,4217,110,670,9,50074,6105,8846,249,33714,1435,41189,1561,26022,1589,1657,28,1572,109,248469,28341,65972,5280,31555,1808,282308,40289
2020-06-28,17654,702,61295,9732,4691,219,2691,107,994,19,11603,348,12675,604,1987,69,7198,328,196111,29704,194693,8968,3376,191,4142,581,1821,10,25439,1735,240310,34738,1116,30,82,1,1810,61,4242,110,670,9,50147,6105,8855,249,33907,1438,41646,1564,26313,1612,1664,28,1581,111,248770,28343,66392,5280,31617,1808,282703,40320
2020-06-29,17723,703,61361,9732,4831,223,2725,107,994,19,11805,348,12751,605,1987,69,7209,328,196390,29736,195042,8976,3390,191,4145,585,1822,10,25462,1735,240436,34744,1117,30,82,1,1811,61,4256,110,670,9,50223,6107,8862,249,34154,1444,41912,1568,26582,1634,1665,28,1585,111,248970,28346,67119,5280,31652,1809,283307,40341
2020-06-30,17766,705,61427,9747,4989,230,2777,107,996,19,11954,349,12768,605,1989,69,7214,328,196554,29763,195418,8990,3409,192,4155,585,1824,10,25473,1736,240578,34767,1118,30,82,1,1812,61,4299,110,670,9,50273,6113,8879,250,34393,1463,42141,1576,26970,1651,1667,28,1600,111,249271,28355,67924,5333,31714,1809,283710,40394
2020-07-01,17873,705,61509,9754,5154,232,2831,108,998,19,12046,349,12794,606,1989,69,7236,328,197238,29781,195893,8995,3432,192,4157,586,1825,10,25477,1738,240760,34788,1121,30,82,1,1813,61,4345,110,671,9,50335,6115,8896,251,34775,1477,42454,1579,27296,1667,1687,28,1613,111,249659,28364,68608,5370,31851,1810,283770,40491
2020-07-02,17941,705,61598,9761,5315,232,2912,110,999,19,12178,353,12815,606,1990,69,7241,328,197591,29794,196370,9006,3458,192,4166,587,1830,10,25489,1738,240961,34818,1122,30,83,1,1820,62,4395,110,671,9,50412,6118,8902,251,35146,1492,42782,1587,27746,1687,1700,28,1634,111,250103,28368,69297,5411,31967,1810,283774,40532
2020-07-03,18050,705,61727,9765,5497,239,3008,112,999,19,12319,353,12832,606,1991,69,7242,329,197994,29812,196780,9010,3486,192,4172,588,1830,10,25498,1740,241184,34833,1122,30,83,1,1823,62,4447,110,672,9,50487,6120,8921,251,35405,1507,43156,1598,28166,1708,1720,28,1650,111,250545,28385,69996,5420,32101,1810,284276,40581
2020-07-04,18165,705,61838,9771,5677,241,3094,113,999,19,12440,351,12832,606,1993,69,7248,329,197994,29812,197198,9020,3511,192,4174,589,1830,10,25509,1741,241419,34854,1123,30,83,1,1826,62,4476,110,672,9,50548,6126,8926,251,35719,1512,43569,1605,28582,1731,1749,28,1679,111,250545,28385,70366,5420,32198,1810,284900,40613
2020-07-05,18280,706,62016,9771,5740,246,3151,113,1002,19,12515,348,12832,606,1993,69,7253,329,197994,29812,197523,9023,3519,192,4183,589,1830,10,25527,1741,241611,34861,1124,30,83,1,1831,62,4522,110,672,9,50621,6127,8930,251,35950,1517,43897,1614,28973,1750,1764,28,1700,111,250545,28385,70681,5420,32268,1810,285416,40632
2020-07-06,18365,706,62058,9774,5914,250,3220,113,1003,19,12566,350,12878,607,1994,69,7257,329,198850,29838,198064,9022,3562,192,4189,589,1832,10,25531,1741,241819,34869,1127,30,84,1,1836,62,4542,110,672,9,50657,6128,8936,251,36155,1521,44129,1620,29223,1768,1765,28,1716,111,251789,28388,70932,5420,32315,1811,285768,40643
2020-07-07,18421,706,62058,9774,6102,254,3272,113,1004,19,12685,351,12888,609,1995,69,7262,329,199170,29847,198343,9032,3589,193,4205,589,1833,10,25538,1742,241956,34899,1134,30,84,1,1839,62,4603,110,673,9,50694,6132,8947,251,36412,1528,44416,1629,29620,1799,1767,28,1739,111,252130,28392,71210,5447,32369,1811,286349,40697
2020-07-08,18513,706,62123,9776,6342,259,3325,114,1005,19,12814,351,12900,609,2003,69,7265,329,199699,29877,198699,9046,3622,193,4210,589,1833,10,25542,1738,242149,34914,1141,30,84,1,1849,62,4650,110,673,9,50746,6135,8950,251,36689,1542,44859,1631,30175,1817,1798,28,1763,111,252513,28396,71747,5482,32498,1813,286979,40754
2020-07-09,18615,706,62210,9778,6672,262,3416,115,1008,19,12919,352,12916,609,2011,69,7273,329,200027,29890,199001,9057,3672,193,4220,591,1833,10,25565,1743,242363,34926,1154,30,84,1,1852,62,4719,110,674,9,50798,6137,8965,252,36951,1551,45277,1644,30789,1834,1851,28,1776,111,253056,28401,72082,5500,32586,1813,287621,40785
2020-07-10,18709,706,62357,9781,6964,267,3532,117,1010,19,13001,352,12946,609,2013,69,7279,329,200569,29914,199332,9063,3732,193,4223,593,1833,10,25589,1744,242639,34938,1165,30,84,1,1856,62,4777,110,674,9,50840,6136,8974,252,37216,1562,45679,1646,31381,1847,1870,28,1793,111,253908,28403,72459,5526,32690,1813,288133,40819
2020-07-11,18783,706,62469,9782,7175,267,3672,118,1013,19,13115,352,12946,609,2014,69,7291,329,200569,29914,199709,9070,3772,193,4229,595,1833,10,25611,1746,242827,34945,1173,30,84,1,1860,62,4842,110,674,9,50921,6137,8977,252,37521,1568,46221,1654,32079,1871,1893,28,1827,111,253908,28403,72773,5526,32817,1813,288953,40836
2020-07-12,18897,708,62707,9782,7252,268,3722,119,1014,19,13174,352,12946,609,2014,69,7294,329,200569,29914,199919,9071,3803,193,4234,595,1833,10,25628,1746,243061,34954,1173,30,84,1,1864,62,4925,111,674,9,51022,6137,8981,252,37891,1571,46512,1660,32535,1884,1901,28,1841,111,253908,28403,72879,5526,32883,1813,289603,40845
2020-07-13,18948,708,62707,9782,7411,276,3775,119,1021,19,13238,353,13037,610,2014,69,7295,329,201755,29934,200180,9074,3826,193,4247,595,1833,10,25638,1746,243230,34967,1174,31,84,1,1869,62,4956,111,674,9,51093,6137,8984,253,38190,1576,46818,1662,32948,1901,1902,28,1849,111,255953,28406,73049,5526,32946,1813,290133,40855
2020-07-14,19021,709,62781,9787,7645,283,3827,120,1022,19,13341,355,13061,610,2015,69,7301,329,201755,29934,200456,9078,3883,193,4258,595,1835,10,25670,1746,243344,34984,1174,31,84,1,1870,62,5056,111,674,9,51146,6135,9001,253,38457,1588,47051,1668,33585,1931,1908,28,1859,111,256619,28409,73364,5545,33016,1813,291373,40899
2020-07-15,19154,710,62872,9788,7877,289,3953,120,1022,19,13475,355,13092,610,2016,69,7296,328,202383,30020,200890,9080,3910,193,4263,595,1835,10,25683,1748,243506,34997,1178,31,84,1,1891,62,5122,111,674,9,51252,6136,9011,253,38721,1594,47426,1676,34226,1952,1927,28,1878,111,257494,28413,73663,5572,33148,1814,291911,40925
2020-07-16,19270,711,63238,9795,8144,293,4039,120,1023,19,13612,355,13124,610,2016,69,7293,328,202819,30036,201450,9087,3939,193,4279,595,1836,10,25698,1749,243736,35017,1179,31,84,1,1897,62,5285,111,674,9,51351,6137,9015,254,39054,1605,47765,1679,35003,1971,1951,28,1897,111,258855,28416,73936,5593,33290,1815,292552,40949
2020-07-17,19439,711,63499,9800,8442,297,4137,120,1031,19,13742,358,13173,611,2020,69,7301,328,203516,30049,202045,9088,3964,194,4293,595,1836,10,25730,1752,243967,35028,1185,31,85,1,1903,62,5409,111,674,9,51454,6138,9025,255,39407,1612,48077,1682,35802,1988,1965,28,1916,111,260255,28420,74235,5619,33382,1815,293239,40975
2020-07-18,19573,711,63706,9800,8638,299,4253,120,1031,19,13855,358,13173,611,2021,69,7318,328,203516,30049,202426,9091,3983,194,4315,596,1838,10,25750,1753,244216,35042,1189,31,86,1,1910,63,5483,111,675,9,51581,6136,9028,255,39746,1618,48390,1684,36691,2009,1976,28,1940,111,260255,28420,74435,5619,33492,1815,294066,40984
2020-07-19,19655,711,63706,9800,8733,300,4345,120,1037,19,13945,359,13173,611,2021,69,7335,328,203516,30049,202735,9092,4007,194,4333,596,1839,10,25760,1753,244434,35045,1192,31,86,1,1928,63,5605,111,677,9,51725,6136,9028,255,40104,1624,48636,1689,37458,2026,1979,28,1946,112,260255,28420,74545,5619,33591,1815,294792,40995
2020-07-20,19743,711,64094,9805,8929,308,4370,122,1038,19,14098,359,13262,611,2021,69,7340,328,205308,30071,203325,9094,4012,195,4339,596,1839,10,25766,1753,244624,35058,1192,31,86,1,1942,63,5639,111,677,9,51910,6136,9034,255,40383,1627,48771,1691,38139,2038,1980,28,1953,113,264836,28422,74676,5619,33634,1818,295372,41005
2020-07-21,19827,710,64258,9805,9254,313,4422,123,1038,19,14324,360,13302,611,2022,69,7351,328,205773,30057,203717,9099,4048,197,4347,596,1839,10,25802,1753,244752,35073,1193,31,86,1,1944,63,5725,111,677,9,52073,6136,9053,255,40782,1636,48898,1697,39133,2074,2021,28,1977,114,266194,28424,74902,5646,33742,1819,295817,41030
2020-07-22,19929,711,64627,9808,9584,321,4530,125,1040,19,14570,364,13350,611,2025,69,7362,328,206641,30063,204276,9102,4077,200,4366,596,1840,10,25819,1754,245032,35082,1197,31,86,1,1946,63,5854,111,679,9,52241,6139,9059,255,41162,1642,49150,1702,40163,2101,2058,28,2006,115,267551,28426,75199,5667,33883,1819,296377,41047
2020-07-23,20099,711,64847,9812,9853,329,4634,128,1040,19,14800,365,13390,612,2027,69,7372,328,207650,30073,204881,9110,4110,201,4380,596,1841,10,25826,1763,245338,35092,1203,31,86,1,1956,63,5952,112,680,9,52404,6139,9085,255,41580,1651,49379,1705,41275,2126,2089,28,2033,115,270166,28429,75419,5676,34000,1821,297146,41056
2020-07-24,20214,711,65199,9817,10123,337,4715,128,1045,19,15081,369,13438,613,2028,69,7380,329,208553,30082,205623,9120,4135,201,4398,596,1843,10,25845,1763,245590,35097,1205,31,86,1,1982,63,6056,112,686,9,52595,6139,9092,255,42038,1655,49692,1712,42394,2150,2118,28,2052,115,272421,28432,75681,5697,34154,1822,297914,41088
2020-07-25,20338,712,65727,9821,10312,338,4792,133,1047,19,15212,369,13438,613,2033,69,7388,329,208553,30082,206278,9124,4166,201,4424,596,1843,10,25869,1764,245864,35102,1206,31,86,1,1996,63,6189,112,686,9,52732,6140,9111,255,42622,1664,49955,1716,43678,2165,2141,28,2066,116,272421,28432,75819,5697,34302,1822,298681,41103
2020-07-26,20472,712,66026,9821,10427,340,4857,136,1053,19,15324,371,13438,613,2034,69,7393,329,208553,30082,206667,9124,4193,202,4435,596,1847,10,25881,1764,246118,35107,1219,31,86,1,2003,63,6272,112,700,9,53005,6159,9117,255,43065,1671,50164,1717,44798,2187,2179,28,2082,116,272421,28432,75861,5697,34412,1823,299426,41111
2020-07-27,20558,713,66428,9822,10621,347,4881,139,1057,19,15516,373,13547,613,2034,69,7398,329,210821,30098,207112,9125,4227,202,4448,596,1854,10,25892,1764,246286,35112,1219,31,86,1,2014,63,6321,112,701,9,53151,6141,9132,255,43402,1676,50299,1719,45902,2206,2181,28,2087,116,278782,28434,75932,5697,34477,1824,300111,41114
2020-07-28,20677,713,66662,9833,10871,355,4923,140,1060,19,15799,374,13577,613,2038,69,7404,329,211337,30110,207707,9131,4279,203,4456,596,1857,10,25929,1764,246488,35123,1220,31,87,1,2022,63,6375,113,708,9,53374,6145,9150,255,43904,1682,50410,1722,47053,2239,2204,28,2101,117,280610,28436,76215,5702,34609,1825,300658,41135
2020-07-29,20850,716,67335,9836,11155,368,4993,141,1067,19,16093,374,13634,614,2042,69,7414,329,212676,30123,208546,9135,4336,203,4465,596,1861,10,25942,1764,246776,35129,1224,31,88,1,2037,63,6533,114,720,9,53621,6147,9172,255,44416,1694,50613,1725,48235,2269,2245,28,2115,117,282641,28441,76516,5730,34802,1825,301455,41169
2020-07-30,20955,718,68006,9840,11420,374,5071,144,1080,19,16371,379,13725,615,2051,69,7423,329,213927,30139,209535,9144,4401,203,4484,596,1872,10,26027,1763,247158,35132,1228,31,88,1,2056,63,6616,114,814,9,53963,6147,9208,255,45031,1709,50868,1727,49591,2304,2265,28,2139,117,285430,28443,76818,5739,35022,1825,302301,41169
